Address,Bedroom_Number,Price,Distance
"361 Washington St, Cambridge, MA",3,1166.6666666666667,1.4201761161917708
"Columbia St, Cambridge, MA 02141",2,1200.0,1.7183292398907226
"Craigie Cir, Cambridge, MA 02138",1,1950.0,0.7663658187205914
"75-83 Cambridge Pkwy, Cambridge, MA",2,2500.0,2.5520752031646934
"23 Magee St, Cambridge, MA",3,1198.3333333333333,0.7479015772481464
"105 Sciarappa St, Cambridge, MA",1,1800.0,2.280133513766712
"105 Sciarappa St, Cambridge, MA",2,1150.0,2.280133513766712
"4 Washington Ave, Cambridge, MA",1,1900.0,1.1498222880569346
"Woodbridge St, Cambridge, MA 02140",2,1200.0,1.9227272368255774
"2568 Massachusetts Ave, Cambridge, MA 02140",4,875.0,1.8386743758815969
"18 Dudley St, Cambridge, MA",2,1200.0,1.9510642090691694
"18 Dudley St, Cambridge, MA",3,966.6666666666666,1.9510642090691694
"2 Beech St, Cambridge, MA",1,1900.0,1.5790246179403442
"2 Beech St, Cambridge, MA",2,1300.0,1.5790246179403442
"10 Essex St, Cambridge, MA",1,2500.0,1.256827802567506
"10 Essex St, Cambridge, MA",1,3200.0,1.256827802567506
"10 Essex St, Cambridge, MA",2,2600.0,1.256827802567506
"Massachusetts Ave, Cambridge, MA 02139",1,1965.0,1.2875359039375198
"124 Oxford St, Cambridge, MA",2,1500.0,1.2713896574620374
"124 Oxford St, Cambridge, MA",3,1000.0,1.2713896574620374
"5 Haskell St, Cambridge, MA",1,1550.0,1.7737883431975303
"5 Haskell St, Cambridge, MA",1,1550.0,1.7737883431975303
"Richard Ave, Cambridge, MA 02140",3,833.3333333333334,2.241840160029756
"Massachusetts Ave, Cambridge, MA 02139",2,1100.0,1.2875359039375198
"Massachusetts Ave, Cambridge, MA 02139",2,1100.0,1.2875359039375198
"30 Foster St, Cambridge, MA 02138",4,700.0,0.5439973782015672
"Prospect St, Cambridge, MA 02139",2,975.0,1.1865753138029227
"284 Harvard St, Cambridge, MA",1,1800.0,1.1394871710744645
"284 Harvard St, Cambridge, MA",1,2250.0,1.1394871710744645
"76 Normandy Ave, Cambridge, MA 02138",2,1100.0,2.3466549616392403
"850 Massachusetts Ave, Cambridge, MA",1,2300.0,0.9908971416736088
"Craigie Cir, Cambridge, MA 02138",1,1900.0,0.7663658187205914
"Prospect St, Cambridge, MA 02139",2,975.0,1.1865753138029227
"Pearl St, Cambridge, MA 02139",1,1650.0,1.2584892971527117
"3 Crawford St, Cambridge, MA",1,1800.0,1.0270678028331133
"4 Chauncy St, Cambridge, MA 02138",2,1500.0,0.8867157584973256
"9 Clary St, Cambridge, MA",3,1400.0,1.5207725200539635
"42 Linnaean St, Cambridge, MA",1,1950.0,1.0824980624283886
"1 Gray St, Cambridge, MA",1,2195.0,1.0511079305056439
"1 Gray St, Cambridge, MA",2,1197.5,1.0511079305056439
"3 Marney St, Cambridge, MA",2,1500.0,1.9086179740538436
"Cambridge St, Cambridge, MA 02141",3,1000.0,2.4693047812925863
"7 Milton St, Cambridge, MA 02140",3,966.6666666666666,1.7300227748163157
"Marney St, Cambridge, MA 02141",2,1647.5,1.902160964866949
"329 Harvard St, Cambridge, MA",1,2500.0,0.9788386145116189
"329 Harvard St, Cambridge, MA",2,1250.0,0.9788386145116189
"322-5 Western Ave, Cambridge, MA",1,2700.0,0.7263744356849064
"322-5 Western Ave, Cambridge, MA",3,1200.0,0.7263744356849064
"1 Jay St, Cambridge, MA",1,1995.0,0.9142747379322874
"1 Jay St, Cambridge, MA",3,1200.0,0.9142747379322874
"47 Inman St, Cambridge, MA",1,1900.0,1.1894132164570979
"Broadway, Cambridge, MA 02138",1,2500.0,0.7783357050394009
"25 Elmer St #A, Cambridge, MA 02138",3,933.3333333333334,0.656345534628281
"Hancock St, Cambridge, MA 02139",2,975.0,1.0106963408182215
" 19-21 Wendell St, Cambridge, MA",1,2365.0,1.0557988908945555
" 19-21 Wendell St, Cambridge, MA",2,1430.0,1.0557988908945555
"Hampshire St, Cambridge, MA 02139",3,900.0,1.5101647285318922
"1137 Massachusetts Ave, Cambridge, MA",1,2100.0,0.6954005916474116
"377 Cardinal Medeiros Ave #A, Cambridge, MA 02141",2,1000.0,1.894315536425137
"3 Linnaean St, Cambridge, MA",1,2400.0,1.226933143450844
"3 Linnaean St, Cambridge, MA",2,1450.0,1.226933143450844
"Pleasant St, Cambridge, MA 02139",1,2695.0,1.0661677908134182
"49 Clifton St #A, Cambridge, MA 02140",5,640.0,1.937835829717861
"194 Prospect St, Cambridge, MA",2,1750.0,1.3631454135140801
"1103 Massachusetts Ave, Cambridge, MA 02138",1,2100.0,0.7095401179178683
"25 Ware St, Cambridge, MA 02138",7,1342.857142857143,2.586028667555163
"253 Norfolk St, Cambridge, MA",2,1650.0,1.4732590591588859
"Dana St, Cambridge, MA 02138",1,1850.0,0.9016845531409832
"27 Wheeler St, Cambridge, MA",1,2350.0,1.7623927261778292
"25 Fairfield St, Cambridge, MA",3,1000.0,1.6460906102955821
" 9-15 Chester St, Cambridge, MA",1,1325.0,1.7657070136366928
"151 Erie St #A, Cambridge, MA 02139",1,2200.0,1.1585012573795488
"Harvard St, Cambridge, MA 02138",1,1750.0,0.6457953486406007
" 15 Richdale Ave, Cambridge, MA",1,2500.0,1.435832028258624
" 15 Richdale Ave, Cambridge, MA",2,1975.0,1.435832028258624
" 15 Richdale Ave, Cambridge, MA",3,1583.3333333333333,1.435832028258624
" 7 Cameron Ave, Cambridge, MA",1,2842.0,2.098951455858407
" 7 Cameron Ave, Cambridge, MA",2,1833.5,2.098951455858407
"354 Hurley St, Cambridge, MA 02141",2,1400.0,2.289553927860755
"50 Follen St, Cambridge, MA",1,2450.0,0.7562616205472028
"50 Follen St, Cambridge, MA",3,1100.0,0.7562616205472028
"14 Saint Mary Rd, Cambridge, MA 02139",6,1166.6666666666667,1.346471407978338
"Prescott St, Cambridge, MA 02138",2,1450.0,0.7695184662351044
"21 Wendell St #E, Cambridge, MA 02138",1,2725.0,1.066430758768566
" 205 Walden St, Cambridge, MA",1,1845.0,1.3320064497955635
" 205 Walden St, Cambridge, MA",1,1855.0,1.3320064497955635
" 205 Walden St, Cambridge, MA",2,1150.0,1.3320064497955635
" 100 Memorial Dr, Cambridge, MA",1,1960.0,2.1636678310588304
" 100 Memorial Dr, Cambridge, MA",1,2325.0,2.1636678310588304
" 100 Memorial Dr, Cambridge, MA",2,1300.0,2.1636678310588304
" 639 Massachusetts Ave, Cambridge, MA",1,2800.0,1.1964488363889965
" 639 Massachusetts Ave, Cambridge, MA",2,1650.0,1.1964488363889965
" 22 Water St, Cambridge, MA",1,2215.0,2.494514592153065
" 22 Water St, Cambridge, MA",1,2491.0,2.494514592153065
" 22 Water St, Cambridge, MA",2,1774.0,2.494514592153065
"347 Franklin St, Cambridge, MA 02139",2,1260.0,0.9871077578186154
"56-58 Gold Star Rd, Cambridge, MA 02140",3,916.6666666666666,2.181694118586858
" 250 Kendall St, Cambridge, MA",1,2120.0,2.3230173231305726
" 250 Kendall St, Cambridge, MA",1,3240.0,2.3230173231305726
" 250 Kendall St, Cambridge, MA",2,1640.0,2.3230173231305726
"Westley Ave, Cambridge, MA 02140",3,933.3333333333334,2.0492382878820417
"22 Hingham St, Cambridge, MA 02138",1,2500.0,0.6488239320424709
"38 Matignon Rd #B, Cambridge, MA 02140",4,1000.0,2.360881130566757
"157 Walden St, Cambridge, MA 02140",3,866.6666666666666,1.33890262280942
"Marcella St, Cambridge, MA 02141",3,933.3333333333334,1.8926431429246011
"Westley Ave, Cambridge, MA 02140",3,933.3333333333334,2.0492382878820417
"Gore St, Cambridge, MA 02141",2,1100.0,2.299588744121087
"Orrin St, Cambridge, MA 02138",2,1350.0,1.1329644299086492
"35 Walden St, Cambridge, MA 02140",2,1700.0,1.5370941392641506
"87 Gore St, Cambridge, MA",3,1033.3333333333333,2.3259372457465664
"Story St, Cambridge, MA 02138",1,2380.0,0.43393634899299127
"Agassiz St, Cambridge, MA 02140",2,1100.0,1.2146052536746033
"41 Bowdoin St, Cambridge, MA",1,1900.0,1.121447476338052
"23 Sparks St, Cambridge, MA 02138",4,1575.0,0.5850966728525455
"19 Speridakis Ter, Cambridge, MA 02139",3,1100.0,1.1706594863707098
"Pearl St, Cambridge, MA 02139",1,1500.0,1.2584892971527117
"Locke St, Cambridge, MA 02140",2,1250.0,1.9718345256534002
"Broadway, Cambridge, MA 02139",2,1350.0,1.3266338583596844
"Forest St, Cambridge, MA 02140",2,1142.5,1.2645009008703456
" 65 Langdon St, Cambridge, MA",3,1378.3333333333333,0.8833494227406388
"Massachusetts Ave, Cambridge, MA 02138",2,1387.5,0.5574508481650852
"Mount Auburn St, Cambridge, MA 02138",1,2600.0,1.2652860978402418
"Trowbridge St, Cambridge, MA 02138",1,2495.0,0.7183157162976554
"402 Broadway #B, Cambridge, MA 02139",2,1000.0,1.3266338583596844
"Massachusetts Ave, Cambridge, MA 02139",1,2100.0,1.2875359039375198
"4 Arrow St, Cambridge, MA 02138",1,1350.0,0.6534123991221472
"Standish St, Cambridge, MA 02138",2,1200.0,1.177011762060559
"124 Berkshire St, Cambridge, MA",4,900.0,1.9059661895674334
"281 Harvard St, Cambridge, MA",1,2500.0,1.175187699058486
" 77 New St, Cambridge, MA",1,2550.0,1.5927013395412788
" 77 New St, Cambridge, MA",1,2900.0,1.5927013395412788
" 77 New St, Cambridge, MA",2,1900.0,1.5927013395412788
"116 Western Ave, Cambridge, MA 02139",2,1100.0,0.9873434892835159
"162 Clark St, Cambridge, MA 02139",2,2475.0,1.687382876791676
"169 Erie St #A, Cambridge, MA 02139",1,2000.0,1.1401529607730927
"Saville St, Cambridge, MA 02138",2,1500.0,1.1411762571987305
